Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
1261,1.50474,0,0.34711,0.48897,1.93187,0,2.5274,2.30E-08,2.29022,1.46E-05,0.38432,8.76595,1,0,,,,,,,,,,,,,,,,,,,,,,
1262,1.50474,0,0.34504,0.4938,1.93181,0,2.52721,2.13E-08,2.29005,1.40E-05,0.3849,8.76576,1,0,,,,,,,,,,,,,,,,,,,,,,
1263,1.50473,0,0.34297,0.49864,1.93176,0,2.52702,1.98E-08,2.28988,1.35E-05,0.38548,8.76557,1,0,,,,,,,,,,,,,,,,,,,,,,
1264,1.50473,0,0.34091,0.50348,1.9317,0,2.52683,1.83E-08,2.2897,1.29E-05,0.38606,8.76537,1,0,,,,,,,,,,,,,,,,,,,,,,
1265,1.50473,0,0.33892,0.5083,1.93164,0,2.52664,1.70E-08,2.28953,1.24E-05,0.38664,8.76518,1,0,,,,,,,,,,,,,,,,,,,,,,
1266,1.50473,0,0.33713,0.51309,1.93158,0,2.52646,1.58E-08,2.28936,1.20E-05,0.38723,8.76499,1,0,,,,,,,,,,,,,,,,,,,,,,
1267,1.50473,0,0.33535,0.51788,1.93152,0,2.52627,1.47E-08,2.28919,1.15E-05,0.38781,8.7648,1,0,,,,,,,,,,,,,,,,,,,,,,
1268,1.50473,0,0.33356,0.52267,1.93146,0,2.52609,1.36E-08,2.28902,1.11E-05,0.38839,8.76461,1,0,,,,,,,,,,,,,,,,,,,,,,
1269,1.50473,0,0.33177,0.52746,1.9314,0,2.5259,1.26E-08,2.28885,1.06E-05,0.38897,8.76442,1,0,,,,,,,,,,,,,,,,,,,,,,
1270,1.50472,0,0.32998,0.53225,1.93134,0,2.52572,1.17E-08,2.28868,1.02E-05,0.38956,8.76423,1,0,,,,,,,,,,,,,,,,,,,,,,
1271,1.50472,0,0.32824,0.53702,1.93128,0,2.52553,1.09E-08,2.28852,9.81E-06,0.39014,8.76403,1,0,,,,,,,,,,,,,,,,,,,,,,
1272,1.50472,0,0.3267,0.54174,1.93122,0,2.52535,1.01E-08,2.28835,9.44E-06,0.39072,8.76384,1,0,,,,,,,,,,,,,,,,,,,,,,
1273,1.50471,0,0.32515,0.54646,1.93116,0,2.52517,9.35E-09,2.28818,9.07E-06,0.3913,8.76365,1,0,,,,,,,,,,,,,,,,,,,,,,
1274,1.50471,0,0.32361,0.55117,1.9311,0,2.52499,8.65E-09,2.28802,8.71E-06,0.39189,8.76346,1,0,,,,,,,,,,,,,,,,,,,,,,
1275,1.50471,0,0.32206,0.55589,1.93104,0,2.52481,8.04E-09,2.28785,8.34E-06,0.39247,8.76327,1,0,,,,,,,,,,,,,,,,,,,,,,
1276,1.5047,0,0.32052,0.56061,1.93098,0,2.52463,7.44E-09,2.28769,8.04E-06,0.39305,8.76308,1,0,,,,,,,,,,,,,,,,,,,,,,
1277,1.5047,0,0.319,0.56531,1.93092,0,2.52445,6.92E-09,2.28752,7.74E-06,0.39363,8.76288,1,0,,,,,,,,,,,,,,,,,,,,,,
1278,1.5047,0,0.31767,0.56994,1.93086,0,2.52427,6.40E-09,2.28736,7.44E-06,0.39421,8.76269,1,0,,,,,,,,,,,,,,,,,,,,,,
1279,1.50469,0,0.31634,0.57457,1.9308,0,2.52409,5.95E-09,2.2872,7.13E-06,0.3948,8.7625,1,0,,,,,,,,,,,,,,,,,,,,,,
1280,1.50469,0,0.31501,0.57919,1.93074,0,2.52392,5.50E-09,2.28703,6.83E-06,0.39538,8.76231,1,0,,,,,,,,,,,,,,,,,,,,,,
1281,1.50469,0,0.31369,0.58382,1.93068,0,2.52374,5.11E-09,2.28687,6.59E-06,0.39596,8.76212,1,0,,,,,,,,,,,,,,,,,,,,,,
1282,1.50468,0,0.31236,0.58844,1.93062,0,2.52357,4.73E-09,2.28671,6.34E-06,0.39654,8.76193,1,0,,,,,,,,,,,,,,,,,,,,,,
1283,1.50468,0,0.31103,0.59307,1.93056,0,2.52339,4.39E-09,2.28655,6.09E-06,0.39713,8.76173,1,0,,,,,,,,,,,,,,,,,,,,,,
1284,1.50468,0,0.30989,0.59759,1.9305,0,2.52322,4.06E-09,2.28639,5.84E-06,0.39771,8.76154,1,0,,,,,,,,,,,,,,,,,,,,,,
1285,1.50467,0,0.30875,0.60212,1.93044,0,2.52304,3.78E-09,2.28623,5.59E-06,0.39829,8.76135,1,0,,,,,,,,,,,,,,,,,,,,,,
1286,1.50467,0,0.30761,0.60664,1.93038,0,2.52287,3.49E-09,2.28607,5.39E-06,0.39887,8.76116,1,0,,,,,,,,,,,,,,,,,,,,,,
1287,1.50467,0,0.30647,0.61116,1.93032,0,2.5227,3.24E-09,2.28591,5.19E-06,0.39945,8.76097,1,0,,,,,,,,,,,,,,,,,,,,,,
1288,1.50466,0,0.30533,0.61568,1.93026,0,2.52253,3.00E-09,2.28576,4.98E-06,0.40004,8.76078,1,0,,,,,,,,,,,,,,,,,,,,,,
1289,1.50466,0,0.30418,0.62021,1.9302,0,2.52236,2.79E-09,2.2856,4.78E-06,0.40062,8.76059,1,0,,,,,,,,,,,,,,,,,,,,,,
1290,1.50466,0,0.30318,0.6247,1.93014,0,2.52218,2.57E-09,2.28544,4.58E-06,0.4012,8.76039,1,0,,,,,,,,,,,,,,,,,,,,,,
1291,1.50466,0,0.30218,0.62919,1.93011,0,2.52202,2.39E-09,2.28528,4.41E-06,0.40178,8.7602,1,0,,,,,,,,,,,,,,,,,,,,,,
1292,1.50465,0,0.30119,0.63368,1.93008,0,2.52185,2.21E-09,2.28513,4.24E-06,0.40237,8.76001,1,0,,,,,,,,,,,,,,,,,,,,,,
1293,1.50465,0,0.3002,0.63817,1.93006,0,2.52168,2.05E-09,2.28497,4.08E-06,0.40295,8.75982,1,0,,,,,,,,,,,,,,,,,,,,,,
1294,1.50465,0,0.2992,0.64266,1.93003,0,2.52151,1.90E-09,2.28482,3.91E-06,0.40353,8.75963,1,0,,,,,,,,,,,,,,,,,,,,,,
1295,1.50464,0,0.29821,0.64715,1.93,0,2.52134,1.76E-09,2.28466,3.74E-06,0.40411,8.75944,1,0,,,,,,,,,,,,,,,,,,,,,,
1296,1.50464,0,0.29736,0.65148,1.93,0,2.52118,1.63E-09,2.28451,3.61E-06,0.4047,8.75924,1,0,,,,,,,,,,,,,,,,,,,,,,
1297,1.50464,0,0.29652,0.65578,1.93,0,2.52101,1.51E-09,2.28436,3.47E-06,0.40528,8.75905,1,0,,,,,,,,,,,,,,,,,,,,,,
1298,1.50463,0,0.29569,0.66009,1.93,0,2.52084,1.40E-09,2.28421,3.33E-06,0.40586,8.75886,1,0,,,,,,,,,,,,,,,,,,,,,,
1299,1.50463,0,0.29485,0.66439,1.93,0,2.52068,1.30E-09,2.28405,3.20E-06,0.40644,8.75867,1,0,,,,,,,,,,,,,,,,,,,,,,
1300,1.50463,0,0.29401,0.6687,1.93,0,2.52052,1.20E-09,2.2839,3.06E-06,0.40702,8.75848,1,0,,,,,,,,,,,,,,,,,,,,,,
1301,1.50462,0,0.29318,0.67301,1.93,0,2.52035,1.11E-09,2.28375,2.95E-06,0.40761,8.75829,1,0,,,,,,,,,,,,,,,,,,,,,,
1302,1.50462,0,0.29243,0.67728,1.93,0,2.52019,1.03E-09,2.2836,2.84E-06,0.40819,8.7581,1,0,,,,,,,,,,,,,,,,,,,,,,
1303,1.50462,0,0.29171,0.68155,1.93,0,2.52003,9.56E-10,2.28345,2.72E-06,0.40877,8.7579,1,0,,,,,,,,,,,,,,,,,,,,,,
1304,1.50461,0,0.29098,0.68582,1.93,0,2.51986,8.83E-10,2.2833,2.61E-06,0.40935,8.75771,1,0,,,,,,,,,,,,,,,,,,,,,,
1305,1.50461,0,0.29026,0.69009,1.93,0,2.5197,8.20E-10,2.28315,2.50E-06,0.40994,8.75752,1,0,,,,,,,,,,,,,,,,,,,,,,
1306,1.50461,0,0.28953,0.69436,1.93,0,2.51954,7.57E-10,2.283,2.41E-06,0.41054,8.75765,1,0,,,,,,,,,,,,,,,,,,,,,,
1307,1.5046,0,0.28881,0.69862,1.93,0,2.51938,7.03E-10,2.28286,2.32E-06,0.41115,8.75783,1,0,,,,,,,,,,,,,,,,,,,,,,
1308,1.5046,0,0.28817,0.70275,1.93,0,2.51922,6.50E-10,2.28271,2.22E-06,0.41175,8.758,1,0,,,,,,,,,,,,,,,,,,,,,,
1309,1.5046,0,0.28757,0.70685,1.93,0,2.51906,6.03E-10,2.28256,2.13E-06,0.41236,8.75817,1,0,,,,,,,,,,,,,,,,,,,,,,
1310,1.50459,0,0.28696,0.71094,1.93,0,2.51891,5.57E-10,2.28241,2.04E-06,0.41297,8.75834,1,0,,,,,,,,,,,,,,,,,,,,,,
1311,1.50459,0,0.28635,0.71503,1.93,0,2.51875,5.17E-10,2.28227,1.97E-06,0.41357,8.75852,1,0,,,,,,,,,,,,,,,,,,,,,,
1312,1.50459,0,0.28574,0.71913,1.93,0,2.51859,4.77E-10,2.28212,1.89E-06,0.41418,8.75869,1,0,,,,,,,,,,,,,,,,,,,,,,
1313,1.50458,0,0.28513,0.72322,1.93,0,2.51843,4.43E-10,2.28198,1.82E-06,0.41479,8.75886,1,0,,,,,,,,,,,,,,,,,,,,,,
1314,1.50458,0,0.28458,0.72729,1.93,0,2.51828,4.09E-10,2.28183,1.74E-06,0.4154,8.75903,1,0,,,,,,,,,,,,,,,,,,,,,,
1315,1.50458,0,0.28406,0.73134,1.93,0,2.51812,3.80E-10,2.28169,1.67E-06,0.416,8.75921,1,0,,,,,,,,,,,,,,,,,,,,,,
1316,1.50457,0,0.28353,0.7354,1.93,0,2.51797,3.51E-10,2.28155,1.60E-06,0.41661,8.75938,1,0,,,,,,,,,,,,,,,,,,,,,,
1317,1.50457,0,0.28301,0.73946,1.93,0,2.51781,3.26E-10,2.2814,1.54E-06,0.41722,8.75955,1,0,,,,,,,,,,,,,,,,,,,,,,
1318,1.50457,0,0.28248,0.74351,1.93,0,2.51766,3.01E-10,2.28126,1.48E-06,0.41782,8.75972,1,0,,,,,,,,,,,,,,,,,,,,,,
1319,1.50456,0,0.28196,0.74757,1.93,0,2.5175,2.79E-10,2.28112,1.42E-06,0.41843,8.75989,1,0,,,,,,,,,,,,,,,,,,,,,,
1320,1.50456,0,0.2815,0.75151,1.93,0,2.51735,2.57E-10,2.28097,1.36E-06,0.41904,8.76007,1,0,,,,,,,,,,,,,,,,,,,,,,
1321,1.50456,0,0.28106,0.7554,1.93,0,2.5172,2.39E-10,2.28083,1.31E-06,0.41964,8.76024,1,0,,,,,,,,,,,,,,,,,,,,,,
1322,1.50455,0,0.28063,0.75929,1.93,0,2.51705,2.21E-10,2.28069,1.26E-06,0.42025,8.76041,1,0,,,,,,,,,,,,,,,,,,,,,,
1323,1.50455,0,0.28019,0.76318,1.93,0,2.5169,2.05E-10,2.28055,1.21E-06,0.42086,8.76058,1,0,,,,,,,,,,,,,,,,,,,,,,
1324,1.50455,0,0.27976,0.76707,1.93,0,2.51674,1.89E-10,2.28041,1.16E-06,0.42146,8.76076,1,0,,,,,,,,,,,,,,,,,,,,,,
1325,1.50454,0,0.27932,0.77097,1.93,0,2.51659,1.75E-10,2.28027,1.11E-06,0.42207,8.76093,1,0,,,,,,,,,,,,,,,,,,,,,,
1326,1.50454,0,0.27893,0.77484,1.93,0,2.51644,1.62E-10,2.28013,1.07E-06,0.42268,8.7611,1,0,,,,,,,,,,,,,,,,,,,,,,
1327,1.50454,0,0.27856,0.77869,1.93,0,2.5163,1.50E-10,2.27999,1.03E-06,0.42328,8.76127,1,0,,,,,,,,,,,,,,,,,,,,,,
1328,1.50453,0,0.27819,0.78255,1.93,0,2.51615,1.39E-10,2.27985,9.85E-07,0.42389,8.76145,1,0,,,,,,,,,,,,,,,,,,,,,,
1329,1.50453,0,0.27782,0.78641,1.93,0,2.516,1.29E-10,2.27972,9.44E-07,0.4245,8.76162,1,0,,,,,,,,,,,,,,,,,,,,,,
1330,1.50453,0,0.27746,0.79027,1.93,0,2.51585,1.19E-10,2.27958,9.03E-07,0.42511,8.76179,1,0,,,,,,,,,,,,,,,,,,,,,,
1331,1.50452,0,0.27709,0.79412,1.93,0,2.5157,1.10E-10,2.27944,8.70E-07,0.42571,8.76196,1,0,,,,,,,,,,,,,,,,,,,,,,
1332,1.50452,0,0.27676,0.79793,1.93,0,2.51556,1.02E-10,2.2793,8.36E-07,0.42632,8.76214,1,0,,,,,,,,,,,,,,,,,,,,,,
1333,1.50452,0,0.27645,0.80169,1.93,0,2.51541,9.43E-11,2.27917,8.03E-07,0.42693,8.76231,1,0,,,,,,,,,,,,,,,,,,,,,,
1334,1.50451,0,0.27614,0.80546,1.93,0,2.51526,8.69E-11,2.27903,7.69E-07,0.42753,8.76248,1,0,,,,,,,,,,,,,,,,,,,,,,
1335,1.50451,0,0.27584,0.80923,1.93,0,2.51512,8.07E-11,2.2789,7.36E-07,0.42814,8.76265,1,0,,,,,,,,,,,,,,,,,,,,,,
1336,1.50451,0,0.27553,0.813,1.93,0,2.51497,7.44E-11,2.27876,7.09E-07,0.42875,8.76283,1,0,,,,,,,,,,,,,,,,,,,,,,
1337,1.5045,0,0.27522,0.81676,1.93,0,2.51483,6.91E-11,2.27863,6.81E-07,0.42935,8.763,1,0,,,,,,,,,,,,,,,,,,,,,,
1338,1.5045,0,0.27495,0.82048,1.93,0,2.51469,6.37E-11,2.27849,6.54E-07,0.42996,8.76317,1,0,,,,,,,,,,,,,,,,,,,,,,
1339,1.5045,0,0.2747,0.82415,1.93,0,2.51454,5.91E-11,2.27836,6.27E-07,0.43057,8.76334,1,0,,,,,,,,,,,,,,,,,,,,,,
1340,1.50449,0,0.27445,0.82783,1.93,0,2.5144,5.45E-11,2.27822,5.99E-07,0.43117,8.76352,1,0,,,,,,,,,,,,,,,,,,,,,,
1341,1.50449,0,0.2742,0.83151,1.93,0,2.51426,5.06E-11,2.27809,5.77E-07,0.43178,8.76369,1,0,,,,,,,,,,,,,,,,,,,,,,
1342,1.50449,0,0.27395,0.83518,1.93,0,2.51411,4.66E-11,2.27796,5.55E-07,0.43239,8.76386,1,0,,,,,,,,,,,,,,,,,,,,,,
1343,1.50448,0,0.2737,0.83886,1.93,0,2.51397,4.33E-11,2.27783,5.33E-07,0.433,8.76403,1,0,,,,,,,,,,,,,,,,,,,,,,
1344,1.50448,0,0.27348,0.84249,1.93,0,2.51383,3.99E-11,2.27769,5.10E-07,0.4336,8.76421,1,0,,,,,,,,,,,,,,,,,,,,,,
1345,1.50448,0,0.27328,0.84608,1.93,0,2.51369,3.70E-11,2.27756,4.88E-07,0.43421,8.76438,1,0,,,,,,,,,,,,,,,,,,,,,,
1346,1.50447,0,0.27308,0.84967,1.93,0,2.51355,3.41E-11,2.27743,4.70E-07,0.43482,8.76455,1,0,,,,,,,,,,,,,,,,,,,,,,
1347,1.50447,0,0.27287,0.85327,1.93,0,2.51341,3.17E-11,2.2773,4.52E-07,0.43542,8.76472,1,0,,,,,,,,,,,,,,,,,,,,,,
1348,1.50447,0,0.27267,0.85686,1.93,0,2.51327,2.92E-11,2.27717,4.34E-07,0.43603,8.76489,1,0,,,,,,,,,,,,,,,,,,,,,,
1349,1.50446,0,0.27247,0.86045,1.93,0,2.51313,2.71E-11,2.27704,4.16E-07,0.43664,8.76507,1,0,,,,,,,,,,,,,,,,,,,,,,
1350,1.50446,0,0.2723,0.864,1.93,0,2.513,2.50E-11,2.27691,3.97E-07,0.43724,8.76524,1,0,,,,,,,,,,,,,,,,,,,,,,
1351,1.50446,0,0.27214,0.86751,1.93,0,2.51286,2.32E-11,2.27678,3.83E-07,0.43785,8.76541,1,0,,,,,,,,,,,,,,,,,,,,,,
1352,1.50445,0,0.27198,0.87102,1.93,0,2.51272,2.14E-11,2.27665,3.68E-07,0.43846,8.76558,1,0,,,,,,,,,,,,,,,,,,,,,,
1353,1.50445,0,0.27183,0.87453,1.93,0,2.51258,1.98E-11,2.27652,3.53E-07,0.43906,8.76576,1,0,,,,,,,,,,,,,,,,,,,,,,
1354,1.50445,0,0.27167,0.87804,1.93,0,2.51245,1.83E-11,2.27639,3.38E-07,0.43967,8.76593,1,0,,,,,,,,,,,,,,,,,,,,,,
1355,1.50444,0,0.27151,0.88155,1.93,0,2.51231,1.69E-11,2.27626,3.23E-07,0.44028,8.7661,1,0,,,,,,,,,,,,,,,,,,,,,,
1356,1.50444,0,0.27138,0.88501,1.93,0,2.51217,1.56E-11,2.27614,3.11E-07,0.44088,8.76627,1,0,,,,,,,,,,,,,,,,,,,,,,
1357,1.50444,0,0.27126,0.88844,1.93,0,2.51204,1.45E-11,2.27601,2.99E-07,0.44149,8.76645,1,0,,,,,,,,,,,,,,,,,,,,,,
1358,1.50444,0,0.27115,0.89188,1.93,0,2.5119,1.34E-11,2.27588,2.87E-07,0.4421,8.76662,1,0,,,,,,,,,,,,,,,,,,,,,,
1359,1.50443,0,0.27103,0.89531,1.93,0,2.51177,1.24E-11,2.27575,2.75E-07,0.44271,8.76679,1,0,,,,,,,,,,,,,,,,,,,,,,
1360,1.50443,0,0.27091,0.89874,1.93,0,2.51164,1.14E-11,2.27563,2.63E-07,0.44331,8.76696,1,0,,,,,,,,,,,,,,,,,,,,,,
1361,1.50443,0,0.2708,0.90218,1.93,0,2.5115,1.06E-11,2.2755,2.53E-07,0.44392,8.76714,1,0,,,,,,,,,,,,,,,,,,,,,,
1362,1.50442,0,0.2707,0.90556,1.93,0,2.51137,9.76E-12,2.27538,2.44E-07,0.44453,8.76731,1,0,,,,,,,,,,,,,,,,,,,,,,
1363,1.50442,0,0.27062,0.90892,1.93,0,2.51124,9.05E-12,2.27525,2.34E-07,0.44513,8.76748,1,0,,,,,,,,,,,,,,,,,,,,,,
1364,1.50442,0,0.27053,0.91228,1.93,0,2.5111,8.34E-12,2.27513,2.24E-07,0.44574,8.76765,1,0,,,,,,,,,,,,,,,,,,,,,,
1365,1.50441,0,0.27045,0.91564,1.93,0,2.51097,7.74E-12,2.275,2.14E-07,0.44635,8.76783,1,0,,,,,,,,,,,,,,,,,,,,,,
1366,1.50441,0,0.27037,0.919,1.93,0,2.51084,7.13E-12,2.27488,2.06E-07,0.44695,8.768,1,0,,,,,,,,,,,,,,,,,,,,,,
1367,1.50441,0,0.27028,0.92235,1.93,0,2.51071,6.62E-12,2.27475,1.98E-07,0.44756,8.76817,1,0,,,,,,,,,,,,,,,,,,,,,,
1368,1.5044,0,0.27022,0.92567,1.93,0,2.51058,6.10E-12,2.27463,1.90E-07,0.44817,8.76834,1,0,,,,,,,,,,,,,,,,,,,,,,
1369,1.5044,0,0.27017,0.92896,1.93,0,2.51045,5.65E-12,2.27451,1.82E-07,0.44877,8.76852,1,0,,,,,,,,,,,,,,,,,,,,,,
1370,1.5044,0,0.27012,0.93225,1.93,0,2.51032,5.21E-12,2.27438,1.74E-07,0.44938,8.76869,1,0,,,,,,,,,,,,,,,,,,,,,,
1371,1.50439,0,0.27007,0.93554,1.93,0,2.51019,4.83E-12,2.27426,1.68E-07,0.44999,8.76886,1,0,,,,,,,,,,,,,,,,,,,,,,
1372,1.50439,0,0.27002,0.93883,1.93,0,2.51006,4.45E-12,2.27414,1.61E-07,0.4506,8.76903,1,0,,,,,,,,,,,,,,,,,,,,,,
1373,1.50439,0,0.26997,0.94212,1.93,0,2.50993,4.13E-12,2.27402,1.55E-07,0.4512,8.76921,1,0,,,,,,,,,,,,,,,,,,,,,,
1374,1.50438,0,0.26994,0.94536,1.93,0,2.5098,3.81E-12,2.2739,1.48E-07,0.45181,8.76938,1,0,,,,,,,,,,,,,,,,,,,,,,
1375,1.50438,0,0.26991,0.94858,1.93,0,2.50968,3.53E-12,2.27377,1.42E-07,0.45242,8.76955,1,0,,,,,,,,,,,,,,,,,,,,,,
1376,1.50438,0,0.26989,0.9518,1.93,0,2.50955,3.25E-12,2.27365,1.36E-07,0.45302,8.76972,1,0,,,,,,,,,,,,,,,,,,,,,,
1377,1.50437,0,0.26987,0.95502,1.93,0,2.50942,3.02E-12,2.27353,1.31E-07,0.45363,8.76989,1,0,,,,,,,,,,,,,,,,,,,,,,
1378,1.50437,0,0.26984,0.95824,1.93,0,2.50929,2.78E-12,2.27341,1.26E-07,0.45424,8.77208,1,0,,,,,,,,,,,,,,,,,,,,,,
1379,1.50437,0,0.26982,0.96145,1.93,0,2.50917,2.58E-12,2.27329,1.20E-07,0.45484,8.77743,1,0,,,,,,,,,,,,,,,,,,,,,,
1380,1.50436,0,0.26981,0.96463,1.93,0,2.50904,2.37E-12,2.27317,1.15E-07,0.45545,8.78277,1,0,,,,,,,,,,,,,,,,,,,,,,
1381,1.50436,0,0.26981,0.96778,1.93,0,2.50892,2.20E-12,2.27305,1.11E-07,0.45605,8.78812,1,0,,,,,,,,,,,,,,,,,,,,,,
1382,1.50436,0,0.26981,0.97093,1.93,0,2.50879,2.03E-12,2.27293,1.07E-07,0.45665,8.79346,1,0,,,,,,,,,,,,,,,,,,,,,,
1383,1.50435,0,0.26982,0.97409,1.93,0,2.50867,1.88E-12,2.27282,1.02E-07,0.45726,8.79881,1,0,,,,,,,,,,,,,,,,,,,,,,
1384,1.50435,0,0.26982,0.97724,1.93,0,2.50854,1.73E-12,2.2727,9.79E-08,0.45786,8.80415,1,0,,,,,,,,,,,,,,,,,,,,,,
1385,1.50435,0,0.26982,0.98039,1.93,0,2.50842,1.61E-12,2.27258,9.36E-08,0.45847,8.8095,1,0,,,,,,,,,,,,,,,,,,,,,,
1386,1.50434,0,0.26983,0.98353,1.93,0,2.5083,1.48E-12,2.27246,9.01E-08,0.45907,8.81484,1,0,,,,,,,,,,,,,,,,,,,,,,
1387,1.50434,0,0.26986,0.98668,1.93,0,2.50817,1.37E-12,2.27234,8.66E-08,0.45968,8.82019,1,0,,,,,,,,,,,,,,,,,,,,,,
1388,1.50434,0,0.26988,0.98982,1.93,0,2.50805,1.27E-12,2.27223,8.31E-08,0.46028,8.82553,1,0,,,,,,,,,,,,,,,,,,,,,,
1389,1.50433,0,0.26991,0.99297,1.93,0,2.50793,1.17E-12,2.27211,7.96E-08,0.46089,8.83088,1,0,,,,,,,,,,,,,,,,,,,,,,
1390,1.50433,0,0.26993,0.99611,1.93,0,2.5078,1.08E-12,2.27199,7.61E-08,0.46149,8.83622,1,0,,,,,,,,,,,,,,,,,,,,,,
1391,1.50433,0,0.26995,0.99926,1.93,0,2.50768,1.00E-12,2.27188,7.33E-08,0.4621,8.84156,1,0,,,,,,,,,,,,,,,,,,,,,,
1392,1.50432,0,0.26999,1.00232,1.93,0,2.50756,9.23E-13,2.27176,7.04E-08,0.4627,8.84691,1,0,,,,,,,,,,,,,,,,,,,,,,
1393,1.50432,0,0.27003,1.00536,1.93,0,2.50744,8.56E-13,2.27164,6.76E-08,0.46331,8.85225,1,0,,,,,,,,,,,,,,,,,,,,,,
1394,1.50432,0,0.27008,1.00839,1.93,0,2.50732,7.89E-13,2.27153,6.47E-08,0.46391,8.8576,1,0,,,,,,,,,,,,,,,,,,,,,,
1395,1.50431,0,0.27012,1.01142,1.93,0,2.5072,7.31E-13,2.27141,6.19E-08,0.46451,8.86294,1,0,,,,,,,,,,,,,,,,,,,,,,
1396,1.50431,0,0.27016,1.01446,1.93,0,2.50708,6.74E-13,2.2713,5.95E-08,0.46512,8.86829,1,0,,,,,,,,,,,,,,,,,,,,,,
1397,1.50431,0,0.27021,1.01749,1.93,0,2.50696,6.24E-13,2.27118,5.72E-08,0.46572,8.87363,1,0,,,,,,,,,,,,,,,,,,,,,,
1398,1.5043,0,0.27026,1.02051,1.93,0,2.50684,5.75E-13,2.27107,5.49E-08,0.46633,8.87898,1,0,,,,,,,,,,,,,,,,,,,,,,
1399,1.5043,0,0.27033,1.02353,1.93,0,2.50672,5.33E-13,2.27096,5.26E-08,0.46693,8.88432,1,0,,,,,,,,,,,,,,,,,,,,,,
1400,1.5043,0,0.27039,1.02655,1.93,0,2.5066,4.91E-13,2.27084,5.03E-08,0.46754,8.88967,1,0,,,,,,,,,,,,,,,,,,,,,,
1401,1.50429,0,0.27045,1.02956,1.93,0,2.50649,4.56E-13,2.27073,4.84E-08,0.46814,8.89501,1,0,,,,,,,,,,,,,,,,,,,,,,
1402,1.50429,0,0.27051,1.03258,1.93,0,2.50637,4.20E-13,2.27062,4.65E-08,0.46875,8.90036,1,0,,,,,,,,,,,,,,,,,,,,,,
1403,1.50429,0,0.27058,1.03559,1.93,0,2.50625,3.89E-13,2.2705,4.46E-08,0.46935,8.9057,1,0,,,,,,,,,,,,,,,,,,,,,,
1404,1.50428,0,0.27065,1.03853,1.93,0,2.50613,3.58E-13,2.27039,4.27E-08,0.46996,8.91105,1,0,,,,,,,,,,,,,,,,,,,,,,
1405,1.50428,0,0.27073,1.04145,1.93,0,2.50602,3.32E-13,2.27028,4.09E-08,0.47056,8.91639,1,0,,,,,,,,,,,,,,,,,,,,,,
1406,1.50428,0,0.2708,1.04437,1.93,0,2.5059,3.06E-13,2.27017,3.93E-08,0.47117,8.92173,1,0,,,,,,,,,,,,,,,,,,,,,,
1407,1.50427,0,0.27088,1.04728,1.93,0,2.50578,2.84E-13,2.27005,3.78E-08,0.47177,8.92708,1,0,,,,,,,,,,,,,,,,,,,,,,
1408,1.50427,0,0.27096,1.0502,1.93,0,2.50567,2.61E-13,2.26994,3.63E-08,0.47238,8.93242,1,0,,,,,,,,,,,,,,,,,,,,,,
1409,1.50427,0,0.27103,1.05312,1.93,0,2.50555,2.42E-13,2.26983,3.47E-08,0.47298,8.93777,1,0,,,,,,,,,,,,,,,,,,,,,,
1410,1.50426,0,0.27112,1.05602,1.93,0,2.50544,2.23E-13,2.26972,3.32E-08,0.47358,8.94311,1,0,,,,,,,,,,,,,,,,,,,,,,
1411,1.50426,0,0.27121,1.05892,1.93,0,2.50532,2.07E-13,2.26961,3.20E-08,0.47419,8.94846,1,0,,,,,,,,,,,,,,,,,,,,,,
1412,1.50426,0,0.27131,1.06182,1.93,0,2.50521,1.91E-13,2.2695,3.07E-08,0.47479,8.9538,1,0,,,,,,,,,,,,,,,,,,,,,,
1413,1.50425,0,0.2714,1.06471,1.93,0,2.50509,1.77E-13,2.26939,2.95E-08,0.4754,8.95915,1,0,,,,,,,,,,,,,,,,,,,,,,
1414,1.50425,0,0.27149,1.06761,1.93,0,2.50498,1.63E-13,2.26928,2.82E-08,0.476,8.96449,1,0,,,,,,,,,,,,,,,,,,,,,,
1415,1.50425,0,0.27158,1.07051,1.93,0,2.50487,1.51E-13,2.26917,2.70E-08,0.47661,8.96984,1,0,,,,,,,,,,,,,,,,,,,,,,
1416,1.50424,0,0.27168,1.07333,1.93,0,2.50475,1.39E-13,2.26906,2.60E-08,0.47721,8.97518,1,0,,,,,,,,,,,,,,,,,,,,,,
1417,1.50424,0,0.27179,1.07615,1.93,0,2.50464,1.29E-13,2.26895,2.50E-08,0.47782,8.98053,1,0,,,,,,,,,,,,,,,,,,,,,,
1418,1.50424,0,0.27189,1.07897,1.93,0,2.50453,1.19E-13,2.26884,2.40E-08,0.47842,8.98587,1,0,,,,,,,,,,,,,,,,,,,,,,
1419,1.50423,0,0.27199,1.08179,1.93,0,2.50442,1.10E-13,2.26873,2.29E-08,0.47903,8.99121,1,0,,,,,,,,,,,,,,,,,,,,,,
1420,1.50423,0,0.2721,1.0846,1.93,0,2.5043,1.01E-13,2.26862,2.19E-08,0.47963,8.99656,1,0,,,,,,,,,,,,,,,,,,,,,,
1421,1.50423,0,0.2722,1.08742,1.93,0,2.50419,9.40E-14,2.26852,2.11E-08,0.48024,9.0019,1,0,,,,,,,,,,,,,,,,,,,,,,
