Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
774,1.50541,0,1.56632,0.01274,1.95894,2.60E-04,2.68874,0.08854,2.43094,0.07461,0.17577,4.85032,1,0,,,,,,,,,,,,,,,,,,,,,,
775,1.5054,0,1.565,0.01282,1.95887,2.50E-04,2.68796,0.08786,2.43025,0.07405,0.17602,4.86096,1,0,,,,,,,,,,,,,,,,,,,,,,
776,1.50539,0,1.56368,0.01289,1.9588,2.40E-04,2.68718,0.08718,2.42956,0.07351,0.17622,4.87159,1,0,,,,,,,,,,,,,,,,,,,,,,
777,1.50539,0,1.56236,0.01296,1.95873,2.30E-04,2.6864,0.08652,2.42887,0.07297,0.17642,4.88223,1,0,,,,,,,,,,,,,,,,,,,,,,
778,1.50538,0,1.56102,0.01304,1.95865,2.20E-04,2.68561,0.08585,2.42817,0.07243,0.17662,4.89287,1,0,,,,,,,,,,,,,,,,,,,,,,
779,1.50538,0,1.55963,0.01312,1.95858,2.10E-04,2.68483,0.08519,2.42748,0.07189,0.17682,4.9035,1,0,,,,,,,,,,,,,,,,,,,,,,
780,1.50538,0,1.5583,0.01319,1.95851,2.00E-04,2.68404,0.08452,2.42678,0.07135,0.17702,4.91414,1,0,,,,,,,,,,,,,,,,,,,,,,
781,1.50538,0,1.55697,0.01327,1.95844,1.90E-04,2.68325,0.08387,2.42608,0.07084,0.17722,4.92478,1,0,,,,,,,,,,,,,,,,,,,,,,
782,1.50538,0,1.55558,0.01335,1.95837,1.80E-04,2.68247,0.08322,2.42538,0.07032,0.17742,4.93541,1,0,,,,,,,,,,,,,,,,,,,,,,
783,1.50538,0,1.55423,0.01342,1.95829,1.70E-04,2.68168,0.08257,2.42467,0.0698,0.17762,4.94605,1,0,,,,,,,,,,,,,,,,,,,,,,
784,1.50537,0,1.55291,0.0135,1.95822,1.60E-04,2.68088,0.08192,2.42397,0.06928,0.17782,4.95669,1,0,,,,,,,,,,,,,,,,,,,,,,
785,1.50537,0,1.55152,0.01358,1.95815,1.50E-04,2.68009,0.08128,2.42327,0.06876,0.17802,4.96732,1,0,,,,,,,,,,,,,,,,,,,,,,
786,1.50537,0,1.55013,0.01366,1.95808,1.40E-04,2.6793,0.08064,2.42255,0.06826,0.17822,4.97796,1,0,,,,,,,,,,,,,,,,,,,,,,
787,1.50537,0,1.54875,0.01374,1.958,1.30E-04,2.6785,0.08001,2.42184,0.06777,0.17842,4.9886,1,0,,,,,,,,,,,,,,,,,,,,,,
788,1.50537,0,1.54742,0.01382,1.95793,1.20E-04,2.6777,0.07938,2.42113,0.06727,0.17862,4.99923,1,0,,,,,,,,,,,,,,,,,,,,,,
789,1.50536,0,1.54608,0.0139,1.95785,1.10E-04,2.6769,0.07875,2.42041,0.06677,0.17882,5.00987,1,0,,,,,,,,,,,,,,,,,,,,,,
790,1.50536,0,1.5447,0.01398,1.95778,1.00E-04,2.6761,0.07813,2.4197,0.06628,0.17902,5.02051,1,0,,,,,,,,,,,,,,,,,,,,,,
791,1.50536,0,1.54331,0.01406,1.95771,9.00E-05,2.67529,0.07751,2.41897,0.0658,0.17922,5.03114,1,0,,,,,,,,,,,,,,,,,,,,,,
792,1.50536,0,1.54193,0.01414,1.95764,8.00E-05,2.67449,0.07689,2.41824,0.06533,0.17942,5.04178,1,0,,,,,,,,,,,,,,,,,,,,,,
793,1.50536,0,1.54055,0.01422,1.95756,7.00E-05,2.67368,0.07628,2.41752,0.06486,0.17962,5.05242,1,0,,,,,,,,,,,,,,,,,,,,,,
794,1.50536,0,1.53916,0.01431,1.95749,6.00E-05,2.67287,0.07567,2.41679,0.06438,0.17982,5.06305,1,0,,,,,,,,,,,,,,,,,,,,,,
795,1.50535,0,1.53777,0.01439,1.95742,5.00E-05,2.67205,0.07506,2.41607,0.06391,0.18002,5.07369,1,0,,,,,,,,,,,,,,,,,,,,,,
796,1.50535,0,1.53638,0.01447,1.95735,4.00E-05,2.67124,0.07446,2.41533,0.06346,0.18022,5.08433,1,0,,,,,,,,,,,,,,,,,,,,,,
797,1.50535,0,1.535,0.01456,1.95728,3.00E-05,2.67042,0.07386,2.41459,0.06302,0.18042,5.09496,1,0,,,,,,,,,,,,,,,,,,,,,,
798,1.50535,0,1.53362,0.01464,1.9572,2.00E-05,2.6696,0.07327,2.41385,0.06257,0.18062,5.1056,1,0,,,,,,,,,,,,,,,,,,,,,,
799,1.50535,0,1.53223,0.01472,1.95713,1.00E-05,2.66878,0.07267,2.41311,0.06213,0.18082,5.11624,1,0,,,,,,,,,,,,,,,,,,,,,,
800,1.50534,0,1.53084,0.01481,1.95706,0,2.66795,0.07208,2.41237,0.06168,0.18103,5.1268,1,0,,,,,,,,,,,,,,,,,,,,,,
801,1.50534,0,1.52939,0.0149,1.95699,0,2.66712,0.0715,2.41162,0.06126,0.18129,5.13671,1,0,,,,,,,,,,,,,,,,,,,,,,
802,1.50534,0,1.52798,0.01498,1.95691,0,2.66629,0.07092,2.41087,0.06085,0.18155,5.14661,1,0,,,,,,,,,,,,,,,,,,,,,,
803,1.50534,0,1.52659,0.01507,1.95684,0,2.66546,0.07034,2.41012,0.06043,0.18181,5.15652,1,0,,,,,,,,,,,,,,,,,,,,,,
804,1.50534,0,1.5252,0.01516,1.95676,0,2.66462,0.06977,2.40936,0.06001,0.18208,5.16642,1,0,,,,,,,,,,,,,,,,,,,,,,
805,1.50534,0,1.5238,0.01524,1.95669,0,2.66378,0.0692,2.40861,0.0596,0.18234,5.17633,1,0,,,,,,,,,,,,,,,,,,,,,,
806,1.50533,0,1.52235,0.01533,1.95662,0,2.66293,0.06863,2.40785,0.05922,0.1826,5.18624,1,0,,,,,,,,,,,,,,,,,,,,,,
807,1.50533,0,1.5209,0.01542,1.95655,0,2.66208,0.06807,2.40708,0.05883,0.18286,5.19614,1,0,,,,,,,,,,,,,,,,,,,,,,
808,1.50533,0,1.51946,0.01551,1.95647,0,2.66123,0.06751,2.40632,0.05845,0.18313,5.20605,1,0,,,,,,,,,,,,,,,,,,,,,,
809,1.50533,0,1.51807,0.0156,1.9564,0,2.66038,0.06695,2.40555,0.05807,0.18339,5.21595,1,0,,,,,,,,,,,,,,,,,,,,,,
810,1.50533,0,1.51665,0.01569,1.95633,0,2.65952,0.0664,2.40479,0.05768,0.18365,5.22586,1,0,,,,,,,,,,,,,,,,,,,,,,
811,1.50532,0,1.5152,0.01578,1.95626,0,2.65865,0.06586,2.40401,0.05734,0.18391,5.23577,1,0,,,,,,,,,,,,,,,,,,,,,,
812,1.50532,0,1.51375,0.01587,1.95619,0,2.65778,0.06531,2.40323,0.05699,0.18418,5.24567,1,0,,,,,,,,,,,,,,,,,,,,,,
813,1.50532,0,1.51234,0.01596,1.95611,0,2.65691,0.06477,2.40245,0.05665,0.18444,5.25558,1,0,,,,,,,,,,,,,,,,,,,,,,
814,1.50532,0,1.51095,0.01606,1.95604,0,2.65603,0.06424,2.40167,0.0563,0.1847,5.26548,1,0,,,,,,,,,,,,,,,,,,,,,,
815,1.50532,0,1.50951,0.01615,1.95597,0,2.65515,0.06371,2.40089,0.05596,0.18496,5.27539,1,0,,,,,,,,,,,,,,,,,,,,,,
816,1.50532,0,1.50806,0.01624,1.9559,0,2.65426,0.06318,2.40011,0.05566,0.18523,5.28529,1,0,,,,,,,,,,,,,,,,,,,,,,
817,1.50531,0,1.50661,0.01634,1.95582,0,2.65337,0.06266,2.39932,0.05535,0.18549,5.2952,1,0,,,,,,,,,,,,,,,,,,,,,,
818,1.50531,0,1.50516,0.01643,1.95575,0,2.65247,0.06214,2.39853,0.05505,0.18575,5.30511,1,0,,,,,,,,,,,,,,,,,,,,,,
819,1.50531,0,1.50371,0.01653,1.95567,0,2.65156,0.06163,2.39774,0.05475,0.18601,5.31501,1,0,,,,,,,,,,,,,,,,,,,,,,
820,1.50531,0,1.50219,0.01662,1.9556,0,2.65066,0.06112,2.39695,0.05445,0.18628,5.32492,1,0,,,,,,,,,,,,,,,,,,,,,,
821,1.50531,0,1.5007,0.01672,1.95553,0,2.64974,0.06062,2.39615,0.05419,0.18654,5.33482,1,0,,,,,,,,,,,,,,,,,,,,,,
822,1.5053,0,1.49926,0.01682,1.95546,0,2.64882,0.06012,2.39535,0.05393,0.1868,5.34473,1,0,,,,,,,,,,,,,,,,,,,,,,
823,1.5053,0,1.49782,0.01691,1.95538,0,2.64789,0.05963,2.39456,0.05368,0.18706,5.35464,1,0,,,,,,,,,,,,,,,,,,,,,,
824,1.5053,0,1.49636,0.01701,1.95531,0,2.64696,0.05915,2.39376,0.05342,0.18733,5.36454,1,0,,,,,,,,,,,,,,,,,,,,,,
825,1.5053,0,1.49491,0.01711,1.95524,0,2.64601,0.05867,2.39296,0.05317,0.18759,5.37445,1,0,,,,,,,,,,,,,,,,,,,,,,
826,1.5053,0,1.49341,0.01721,1.95517,0,2.64507,0.05819,2.39216,0.05296,0.18785,5.38435,1,0,,,,,,,,,,,,,,,,,,,,,,
827,1.5053,0,1.49191,0.01731,1.9551,0,2.64411,0.05773,2.39136,0.05276,0.18815,5.39364,1,0,,,,,,,,,,,,,,,,,,,,,,
828,1.50529,0,1.49047,0.01741,1.95502,0,2.64315,0.05727,2.39055,0.05255,0.1885,5.4021,1,0,,,,,,,,,,,,,,,,,,,,,,
829,1.50529,0,1.48898,0.01751,1.95495,0,2.64217,0.05682,2.38975,0.05235,0.18885,5.41057,1,0,,,,,,,,,,,,,,,,,,,,,,
830,1.50529,0,1.48746,0.01761,1.95488,0,2.6412,0.05637,2.38895,0.05215,0.1892,5.41903,1,0,,,,,,,,,,,,,,,,,,,,,,
831,1.50529,0,1.48601,0.01771,1.95481,0,2.6402,0.05593,2.38815,0.052,0.18955,5.4275,1,0,,,,,,,,,,,,,,,,,,,,,,
832,1.50529,0,1.48454,0.01782,1.95473,0,2.63921,0.0555,2.38735,0.05185,0.18991,5.43596,1,0,,,,,,,,,,,,,,,,,,,,,,
833,1.50529,0,1.48303,0.01792,1.95466,0,2.63821,0.05508,2.38654,0.0517,0.19026,5.44443,1,0,,,,,,,,,,,,,,,,,,,,,,
834,1.50528,0,1.48151,0.01802,1.95458,0,2.6372,0.05466,2.38574,0.05155,0.19061,5.45289,1,0,,,,,,,,,,,,,,,,,,,,,,
835,1.50528,0,1.48,0.01813,1.95451,0,2.63617,0.05426,2.38494,0.0514,0.19096,5.46136,1,0,,,,,,,,,,,,,,,,,,,,,,
836,1.50528,0,1.47849,0.01823,1.95444,0,2.63515,0.05386,2.38414,0.05132,0.19131,5.46982,1,0,,,,,,,,,,,,,,,,,,,,,,
837,1.50528,0,1.47697,0.01834,1.95437,0,2.6341,0.05348,2.38335,0.05123,0.19166,5.47829,1,0,,,,,,,,,,,,,,,,,,,,,,
838,1.50528,0,1.47545,0.01844,1.95429,0,2.63306,0.0531,2.38255,0.05114,0.19201,5.48675,1,0,,,,,,,,,,,,,,,,,,,,,,
839,1.50527,0,1.47395,0.01855,1.95422,0,2.632,0.05275,2.38176,0.05105,0.19236,5.49522,1,0,,,,,,,,,,,,,,,,,,,,,,
840,1.50527,0,1.47243,0.01866,1.95415,0,2.63093,0.05239,2.38096,0.05096,0.19271,5.50368,1,0,,,,,,,,,,,,,,,,,,,,,,
841,1.50527,0,1.47091,0.01877,1.95408,0,2.62985,0.05205,2.38018,0.05094,0.19306,5.51215,1,0,,,,,,,,,,,,,,,,,,,,,,
842,1.50527,0,1.4694,0.01888,1.95401,0,2.62877,0.05172,2.3794,0.05091,0.19341,5.52061,1,0,,,,,,,,,,,,,,,,,,,,,,
843,1.50527,0,1.46789,0.01898,1.95393,0,2.62767,0.05141,2.37862,0.05088,0.19376,5.52908,1,0,,,,,,,,,,,,,,,,,,,,,,
844,1.50527,0,1.46638,0.01909,1.95386,0,2.62657,0.05111,2.37784,0.05086,0.19412,5.53754,1,0,,,,,,,,,,,,,,,,,,,,,,
845,1.50526,0,1.46482,0.01921,1.95379,0,2.62545,0.05083,2.37706,0.05083,0.19447,5.54601,1,0,,,,,,,,,,,,,,,,,,,,,,
846,1.50526,0,1.46325,0.01932,1.95372,0,2.62433,0.05055,2.3763,0.05087,0.19482,5.55447,1,0,,,,,,,,,,,,,,,,,,,,,,
847,1.50526,0,1.46174,0.01943,1.95364,0,2.62319,0.05031,2.37554,0.05091,0.19517,5.56294,1,0,,,,,,,,,,,,,,,,,,,,,,
848,1.50526,0,1.46023,0.01954,1.95357,0,2.62205,0.05006,2.37478,0.05095,0.19552,5.5714,1,0,,,,,,,,,,,,,,,,,,,,,,
849,1.50526,0,1.45871,0.01965,1.95349,0,2.62089,0.04985,2.37402,0.05099,0.19587,5.57987,1,0,,,,,,,,,,,,,,,,,,,,,,
850,1.50525,0,1.45714,0.01977,1.95342,0,2.61973,0.04964,2.37326,0.05102,0.19622,5.58833,1,0,,,,,,,,,,,,,,,,,,,,,,
851,1.50525,0,1.45556,0.01988,1.95335,0,2.61856,0.04946,2.37253,0.05113,0.19657,5.5968,1,0,,,,,,,,,,,,,,,,,,,,,,
852,1.50525,0,1.45398,0.02,1.95328,0,2.61738,0.04929,2.37181,0.05123,0.19692,5.60526,1,0,,,,,,,,,,,,,,,,,,,,,,
853,1.50525,0,1.45245,0.02012,1.9532,0,2.61619,0.04916,2.37108,0.05133,0.19727,5.61373,1,0,,,,,,,,,,,,,,,,,,,,,,
854,1.50525,0,1.45093,0.02023,1.95313,0,2.61499,0.04902,2.37035,0.05143,0.19762,5.62219,1,0,,,,,,,,,,,,,,,,,,,,,,
855,1.50525,0,1.44935,0.02035,1.95306,0,2.61378,0.04893,2.36962,0.05154,0.19798,5.63066,1,0,,,,,,,,,,,,,,,,,,,,,,
856,1.50524,0,1.44777,0.02047,1.95299,0,2.61257,0.04884,2.36894,0.0517,0.19837,5.63882,1,0,,,,,,,,,,,,,,,,,,,,,,
857,1.50524,0,1.4462,0.02059,1.95292,0,2.61135,0.0488,2.36825,0.05187,0.19876,5.64697,1,0,,,,,,,,,,,,,,,,,,,,,,
858,1.50524,0,1.44461,0.02071,1.95284,0,2.61013,0.04876,2.36757,0.05203,0.19915,5.65512,1,0,,,,,,,,,,,,,,,,,,,,,,
859,1.50524,0,1.44304,0.02083,1.95277,0,2.60889,0.04876,2.36688,0.0522,0.19954,5.66326,1,0,,,,,,,,,,,,,,,,,,,,,,
860,1.50524,0,1.44146,0.02095,1.9527,0,2.60765,0.04877,2.3662,0.05236,0.19994,5.67141,1,0,,,,,,,,,,,,,,,,,,,,,,
861,1.50523,0,1.43989,0.02107,1.95263,0,2.60641,0.04883,2.36556,0.05259,0.20033,5.67955,1,0,,,,,,,,,,,,,,,,,,,,,,
862,1.50523,0,1.43831,0.02119,1.95255,0,2.60516,0.04889,2.36493,0.05281,0.20072,5.6877,1,0,,,,,,,,,,,,,,,,,,,,,,
863,1.50523,0,1.43674,0.02131,1.95248,0,2.60391,0.04901,2.36429,0.05304,0.20112,5.69584,1,0,,,,,,,,,,,,,,,,,,,,,,
864,1.50523,0,1.43511,0.02144,1.9524,0,2.60266,0.04913,2.36366,0.05326,0.20151,5.70399,1,0,,,,,,,,,,,,,,,,,,,,,,
865,1.50523,0,1.43347,0.02156,1.95233,0,2.6014,0.0493,2.36302,0.05349,0.2019,5.71213,1,0,,,,,,,,,,,,,,,,,,,,,,
866,1.50523,0,1.43189,0.02169,1.95226,0,2.60014,0.04948,2.36245,0.05376,0.20229,5.72028,1,0,,,,,,,,,,,,,,,,,,,,,,
867,1.50522,0,1.43029,0.02181,1.95219,0,2.59889,0.04972,2.36188,0.05404,0.20269,5.72842,1,0,,,,,,,,,,,,,,,,,,,,,,
868,1.50522,0,1.42865,0.02194,1.95211,0,2.59763,0.04996,2.3613,0.05432,0.20308,5.73657,1,0,,,,,,,,,,,,,,,,,,,,,,
869,1.50522,0,1.42706,0.02207,1.95204,0,2.59638,0.05026,2.36073,0.0546,0.20347,5.74471,1,0,,,,,,,,,,,,,,,,,,,,,,
870,1.50522,0,1.42546,0.0222,1.95197,0,2.59513,0.05057,2.36016,0.05488,0.20387,5.75286,1,0,,,,,,,,,,,,,,,,,,,,,,
871,1.50522,0,1.42382,0.02233,1.9519,0,2.59388,0.05094,2.35965,0.0552,0.20426,5.761,1,0,,,,,,,,,,,,,,,,,,,,,,
872,1.50521,0,1.42223,0.02246,1.95183,0,2.59264,0.05131,2.35915,0.05552,0.20465,5.76915,1,0,,,,,,,,,,,,,,,,,,,,,,
873,1.50521,0,1.42064,0.02259,1.95175,0,2.59141,0.05175,2.35865,0.05585,0.20505,5.77729,1,0,,,,,,,,,,,,,,,,,,,,,,
874,1.50521,0,1.41899,0.02272,1.95168,0,2.59018,0.05219,2.35814,0.05617,0.20544,5.78544,1,0,,,,,,,,,,,,,,,,,,,,,,
875,1.50521,0,1.41735,0.02285,1.95161,0,2.58897,0.0527,2.35764,0.0565,0.20583,5.79358,1,0,,,,,,,,,,,,,,,,,,,,,,
876,1.50521,0,1.41572,0.02299,1.95154,0,2.58777,0.05321,2.35721,0.05686,0.20622,5.80173,1,0,,,,,,,,,,,,,,,,,,,,,,
877,1.50521,0,1.41407,0.02312,1.95146,0,2.58658,0.0538,2.35679,0.05722,0.20662,5.80987,1,0,,,,,,,,,,,,,,,,,,,,,,
878,1.5052,0,1.41243,0.02325,1.95139,0,2.5854,0.05438,2.35636,0.05758,0.20701,5.81802,1,0,,,,,,,,,,,,,,,,,,,,,,
879,1.5052,0,1.41079,0.02339,1.95131,0,2.58424,0.05504,2.35593,0.05794,0.2074,5.82616,1,0,,,,,,,,,,,,,,,,,,,,,,
880,1.5052,0,1.40915,0.02353,1.95124,0,2.58309,0.0557,2.35551,0.0583,0.2078,5.83431,1,0,,,,,,,,,,,,,,,,,,,,,,
881,1.5052,0,1.40749,0.02366,1.95117,0,2.58198,0.05643,2.35517,0.05869,0.20819,5.84245,1,0,,,,,,,,,,,,,,,,,,,,,,
882,1.5052,0,1.40578,0.0238,1.9511,0,2.58086,0.05716,2.35482,0.05907,0.20858,5.8506,1,0,,,,,,,,,,,,,,,,,,,,,,
883,1.5052,0,1.40412,0.02394,1.95102,0,2.57979,0.05796,2.35448,0.05946,0.20897,5.85874,1,0,,,,,,,,,,,,,,,,,,,,,,
884,1.50519,0,1.40247,0.02408,1.95095,0,2.57872,0.05876,2.35414,0.05985,0.20937,5.86689,1,0,,,,,,,,,,,,,,,,,,,,,,
885,1.50519,0,1.40084,0.02422,1.95088,0,2.5777,0.05964,2.35379,0.06023,0.20976,5.87503,1,0,,,,,,,,,,,,,,,,,,,,,,
886,1.50519,0,1.39916,0.02436,1.95081,0,2.57668,0.06051,2.35354,0.06064,0.21014,5.88343,1,0,,,,,,,,,,,,,,,,,,,,,,
887,1.50519,0,1.39745,0.02451,1.95074,0,2.57572,0.06145,2.35328,0.06104,0.21051,5.89221,1,0,,,,,,,,,,,,,,,,,,,,,,
888,1.50519,0,1.39575,0.02465,1.95066,0,2.57475,0.06239,2.35303,0.06144,0.21087,5.90099,1,0,,,,,,,,,,,,,,,,,,,,,,
889,1.50518,0,1.39406,0.02479,1.95059,0,2.57386,0.0634,2.35277,0.06184,0.21124,5.90978,1,0,,,,,,,,,,,,,,,,,,,,,,
890,1.50518,0,1.39243,0.02494,1.95052,0,2.57296,0.06441,2.35252,0.06224,0.21161,5.91856,1,0,,,,,,,,,,,,,,,,,,,,,,
891,1.50518,0,1.39074,0.02508,1.95045,0,2.57213,0.06549,2.35235,0.06264,0.21197,5.92735,1,0,,,,,,,,,,,,,,,,,,,,,,
892,1.50518,0,1.38903,0.02523,1.95037,0,2.57131,0.06656,2.35219,0.06304,0.21234,5.93613,1,0,,,,,,,,,,,,,,,,,,,,,,
893,1.50518,0,1.38731,0.02538,1.9503,0,2.57056,0.06769,2.35202,0.06344,0.2127,5.94492,1,0,,,,,,,,,,,,,,,,,,,,,,
894,1.50518,0,1.38561,0.02553,1.95022,0,2.56981,0.06882,2.35186,0.06384,0.21307,5.9537,1,0,,,,,,,,,,,,,,,,,,,,,,
895,1.50517,0,1.38392,0.02568,1.95015,0,2.56915,0.07001,2.35169,0.06424,0.21344,5.96249,1,0,,,,,,,,,,,,,,,,,,,,,,
896,1.50517,0,1.38221,0.02583,1.95009,0,2.56848,0.07119,2.35161,0.06463,0.2138,5.97127,1,0,,,,,,,,,,,,,,,,,,,,,,
897,1.50517,0,1.3805,0.02598,1.95004,0,2.56791,0.07243,2.35154,0.06502,0.21417,5.98005,1,0,,,,,,,,,,,,,,,,,,,,,,
898,1.50517,0,1.3788,0.02613,1.94998,0,2.56734,0.07366,2.35146,0.06541,0.21453,5.98884,1,0,,,,,,,,,,,,,,,,,,,,,,
899,1.50517,0,1.37708,0.02629,1.94993,0,2.56686,0.07493,2.35138,0.06579,0.2149,5.99762,1,0,,,,,,,,,,,,,,,,,,,,,,
900,1.50516,0,1.37536,0.02644,1.94987,0,2.56638,0.07621,2.35131,0.06618,0.21526,6.00641,1,0,,,,,,,,,,,,,,,,,,,,,,
901,1.50516,0,1.37359,0.0266,1.94983,0,2.566,0.07752,2.35132,0.06654,0.21563,6.01519,1,0,,,,,,,,,,,,,,,,,,,,,,
902,1.50516,0,1.37187,0.02675,1.94978,0,2.56563,0.07883,2.35133,0.06691,0.216,6.02398,1,0,,,,,,,,,,,,,,,,,,,,,,
903,1.50516,0,1.37016,0.02691,1.94974,0,2.56535,0.08017,2.35134,0.06727,0.21636,6.03276,1,0,,,,,,,,,,,,,,,,,,,,,,
904,1.50516,0,1.36839,0.02707,1.94969,0,2.56508,0.08151,2.35135,0.06763,0.21673,6.04155,1,0,,,,,,,,,,,,,,,,,,,,,,
905,1.50516,0,1.36665,0.02723,1.94965,0,2.56492,0.08287,2.35136,0.06799,0.21709,6.05033,1,0,,,,,,,,,,,,,,,,,,,,,,
906,1.50515,0,1.36494,0.02739,1.94961,0,2.56475,0.08423,2.35145,0.06832,0.21746,6.05911,1,0,,,,,,,,,,,,,,,,,,,,,,
907,1.50515,0,1.36317,0.02755,1.94957,0,2.5647,0.0856,2.35154,0.06864,0.21783,6.0679,1,0,,,,,,,,,,,,,,,,,,,,,,
908,1.50515,0,1.3614,0.02771,1.94952,0,2.56465,0.08696,2.35163,0.06897,0.21819,6.07668,1,0,,,,,,,,,,,,,,,,,,,,,,
909,1.50515,0,1.35962,0.02788,1.94948,0,2.56471,0.08834,2.35172,0.06929,0.21856,6.08547,1,0,,,,,,,,,,,,,,,,,,,,,,
910,1.50515,0,1.35786,0.02804,1.94944,0,2.56477,0.08971,2.35181,0.06961,0.21892,6.09425,1,0,,,,,,,,,,,,,,,,,,,,,,
911,1.50515,0,1.35609,0.0282,1.9494,0,2.56495,0.09107,2.35197,0.06989,0.21929,6.10304,1,0,,,,,,,,,,,,,,,,,,,,,,
912,1.50514,0,1.35432,0.02837,1.94935,0,2.56513,0.09243,2.35214,0.07016,0.21965,6.11182,1,0,,,,,,,,,,,,,,,,,,,,,,
913,1.50514,0,1.35255,0.02854,1.94931,0,2.56542,0.09378,2.3523,0.07043,0.22002,6.12061,1,0,,,,,,,,,,,,,,,,,,,,,,
914,1.50514,0,1.35078,0.02871,1.94926,0,2.56571,0.09513,2.35247,0.07071,0.22039,6.12939,1,0,,,,,,,,,,,,,,,,,,,,,,
915,1.50514,0,1.34901,0.02888,1.94922,0,2.56612,0.09645,2.35263,0.07098,0.22075,6.13818,1,0,,,,,,,,,,,,,,,,,,,,,,
916,1.50514,0,1.34721,0.02905,1.94918,0,2.56652,0.09777,2.35286,0.0712,0.22112,6.14696,1,0,,,,,,,,,,,,,,,,,,,,,,
917,1.50514,0,1.34538,0.02922,1.94913,0,2.56704,0.09905,2.35309,0.07141,0.22148,6.15574,1,0,,,,,,,,,,,,,,,,,,,,,,
918,1.50513,0,1.3436,0.02939,1.94909,0,2.56756,0.10034,2.35332,0.07162,0.22185,6.16453,1,0,,,,,,,,,,,,,,,,,,,,,,
919,1.50513,0,1.3418,0.02957,1.94904,0,2.56819,0.10158,2.35355,0.07184,0.22223,6.17317,1,0,,,,,,,,,,,,,,,,,,,,,,
920,1.50513,0,1.33997,0.02974,1.949,0,2.56882,0.10282,2.35378,0.07205,0.22263,6.18172,1,0,,,,,,,,,,,,,,,,,,,,,,
921,1.50513,0,1.33818,0.02992,1.94896,0,2.56956,0.104,2.35406,0.0722,0.22303,6.19027,1,0,,,,,,,,,,,,,,,,,,,,,,
922,1.50513,0,1.3364,0.0301,1.94891,0,2.57029,0.10519,2.35434,0.07234,0.22342,6.19881,1,0,,,,,,,,,,,,,,,,,,,,,,
923,1.50513,0,1.33457,0.03028,1.94887,0,2.57113,0.10631,2.35463,0.07249,0.22382,6.20736,1,0,,,,,,,,,,,,,,,,,,,,,,
924,1.50512,0,1.33273,0.03046,1.94882,0,2.57197,0.10743,2.35491,0.07264,0.22422,6.21591,1,0,,,,,,,,,,,,,,,,,,,,,,
925,1.50512,0,1.33089,0.03064,1.94878,0,2.57291,0.10848,2.35519,0.07278,0.22461,6.22445,1,0,,,,,,,,,,,,,,,,,,,,,,
926,1.50512,0,1.32906,0.03082,1.94874,0,2.57384,0.10953,2.35552,0.07285,0.22501,6.233,1,0,,,,,,,,,,,,,,,,,,,,,,
927,1.50512,0,1.32724,0.031,1.94869,0,2.57487,0.1105,2.35585,0.07292,0.2254,6.24155,1,0,,,,,,,,,,,,,,,,,,,,,,
928,1.50512,0,1.3254,0.03118,1.94865,0,2.5759,0.11147,2.35617,0.073,0.2258,6.25009,1,0,,,,,,,,,,,,,,,,,,,,,,
929,1.50511,0,1.32357,0.03137,1.9486,0,2.57701,0.11236,2.3565,0.07307,0.2262,6.25864,1,0,,,,,,,,,,,,,,,,,,,,,,
930,1.50511,0,1.32173,0.03156,1.94856,0,2.57813,0.11324,2.35682,0.07314,0.22659,6.26719,1,0,,,,,,,,,,,,,,,,,,,,,,
931,1.50511,0,1.3199,0.03175,1.94852,0,2.57932,0.11404,2.35718,0.07313,0.22699,6.27573,1,0,,,,,,,,,,,,,,,,,,,,,,
932,1.50511,0,1.31802,0.03193,1.94847,0,2.58051,0.11483,2.35753,0.07313,0.22739,6.28428,1,0,,,,,,,,,,,,,,,,,,,,,,
933,1.50511,0,1.31613,0.03212,1.94843,0,2.58177,0.11552,2.35789,0.07312,0.22778,6.29283,1,0,,,,,,,,,,,,,,,,,,,,,,
934,1.50511,0,1.31429,0.03232,1.94838,0,2.58303,0.11621,2.35824,0.07311,0.22818,6.30137,1,0,,,,,,,,,,,,,,,,,,,,,,
935,1.5051,0,1.31242,0.03251,1.94834,0,2.58435,0.1168,2.3586,0.07311,0.22858,6.30992,1,0,,,,,,,,,,,,,,,,,,,,,,
936,1.5051,0,1.31052,0.0327,1.9483,0,2.58567,0.11739,2.35897,0.07302,0.22897,6.31847,1,0,,,,,,,,,,,,,,,,,,,,,,
937,1.5051,0,1.30869,0.0329,1.94825,0,2.58705,0.11787,2.35934,0.07293,0.22937,6.32701,1,0,,,,,,,,,,,,,,,,,,,,,,
938,1.5051,0,1.30684,0.0331,1.94821,0,2.58842,0.11835,2.35972,0.07285,0.22977,6.33556,1,0,,,,,,,,,,,,,,,,,,,,,,
939,1.5051,0,1.30493,0.03329,1.94816,0,2.58984,0.11872,2.36009,0.07276,0.23016,6.34411,1,0,,,,,,,,,,,,,,,,,,,,,,
940,1.5051,0,1.30303,0.03349,1.94812,0,2.59126,0.11909,2.36046,0.07267,0.23056,6.35265,1,0,,,,,,,,,,,,,,,,,,,,,,
